PID,TID,Category,procname,count,total_time_ns,avg_time_ns,max_time_ns
1133,20903,Synchronization and Timing,elasticsearch[e,43,5237441,121800.95348837209,866452
1133,20903,Unknown,elasticsearch[e,10,30408,3040.8,10495
1133,20904,CPU and Process Management,elasticsearch[e,2,12246,6123.0,8817
1133,20904,Memory Management,elasticsearch[e,4,266279,66569.75,103508
1133,20904,Synchronization and Timing,elasticsearch[e,6,60000955435,10000159239.166666,60000349598
1133,20904,Unknown,elasticsearch[e,11,45688,4153.454545454545,11327
1133,20905,CPU and Process Management,elasticsearch[e,3,5752,1917.3333333333333,2980
1133,20905,I/O (File and Disk Operations),elasticsearch[e,372,4480976,12045.63440860215,191371
1133,20905,Memory Management,elasticsearch[e,31,1132839,36543.1935483871,91513
1133,20905,Synchronization and Timing,elasticsearch[e,46,6534981,142064.80434782608,571433
1133,20905,Unknown,elasticsearch[e,10,10357,1035.7,2863
1133,20906,CPU and Process Management,elasticsearch[e,3,12057,4019.0,5802
1133,20906,I/O (File and Disk Operations),elasticsearch[e,372,65270415,175458.10483870967,60585830
1133,20906,Memory Management,elasticsearch[e,31,1016309,32784.16129032258,91734
1133,20906,Synchronization and Timing,elasticsearch[e,43,13079351,304170.9534883721,1415944
1133,20906,Unknown,elasticsearch[e,10,27419,2741.9,9075
1133,20907,CPU and Process Management,elasticsearch[e,3,13318,4439.333333333333,7207
1133,20907,I/O (File and Disk Operations),elasticsearch[e,373,3524224,9448.321715817694,108905
1133,20907,Memory Management,elasticsearch[e,31,986336,31817.290322580644,160655
1133,20907,Synchronization and Timing,elasticsearch[e,43,9487395,220637.09302325582,801794
1133,20907,Unknown,elasticsearch[e,10,30330,3033.0,9709
1133,20908,CPU and Process Management,elasticsearch[e,5,14497,2899.4,6109
1133,20908,I/O (File and Disk Operations),elasticsearch[e,325,1756234,5403.796923076923,74287
1133,20908,Memory Management,elasticsearch[e,28,409536,14626.285714285714,98274
1133,20908,Synchronization and Timing,elasticsearch[e,35,2684058,76687.37142857142,352083
1133,20908,Unknown,elasticsearch[e,10,19790,1979.0,6370
1133,20909,CPU and Process Management,elasticsearch[e,4,17450,4362.5,8572
1133,20909,I/O (File and Disk Operations),elasticsearch[e,373,5004474,13416.82037533512,2298569
1133,20909,Memory Management,elasticsearch[e,31,685089,22099.645161290322,78702
1133,20909,Synchronization and Timing,elasticsearch[e,44,6958265,158142.38636363635,898625
1133,20909,Unknown,elasticsearch[e,11,32596,2963.2727272727275,9719
1133,20914,CPU and Process Management,elasticsearch[e,2,8372,4186.0,5827
1133,20914,I/O (File and Disk Operations),elasticsearch[e,372,1696054,4559.284946236559,62386
1133,20914,Memory Management,elasticsearch[e,31,331270,10686.129032258064,31448
1133,20914,Synchronization and Timing,elasticsearch[e,43,3500822,81414.46511627907,516386
1133,20914,Unknown,elasticsearch[e,10,81913,8191.3,58101
1133,20915,CPU and Process Management,elasticsearch[e,5,11030,2206.0,2683
1133,20915,I/O (File and Disk Operations),elasticsearch[e,373,2549794,6835.908847184986,77928
1133,20915,Memory Management,elasticsearch[e,31,527197,17006.354838709678,58139
1133,20915,Synchronization and Timing,elasticsearch[e,48,5748288,119756.0,606626
1133,20915,Unknown,elasticsearch[e,11,11312,1028.3636363636363,3014
1133,20916,CPU and Process Management,elasticsearch[e,4,14427,3606.75,6456
1133,20916,I/O (File and Disk Operations),elasticsearch[e,464,2999718,6464.9094827586205,622661
1133,20916,Memory Management,elasticsearch[e,39,506098,12976.871794871795,56279
1133,20916,Synchronization and Timing,elasticsearch[e,57,3776229,66249.63157894737,496838
1133,20916,Unknown,elasticsearch[e,10,25594,2559.4,8796
1133,20917,CPU and Process Management,elasticsearch[e,2,7161,3580.5,5091
1133,20917,I/O (File and Disk Operations),elasticsearch[e,373,3732906,10007.790884718499,284546
1133,20917,Memory Management,elasticsearch[e,31,505159,16295.451612903225,54611
1133,20917,Synchronization and Timing,elasticsearch[e,44,6899397,156804.47727272726,809150
1133,20917,Unknown,elasticsearch[e,10,20505,2050.5,5373
1133,20918,CPU and Process Management,elasticsearch[e,2,9221,4610.5,6653
1133,20918,I/O (File and Disk Operations),elasticsearch[e,373,2057457,5515.970509383378,70404
1133,20918,Memory Management,elasticsearch[e,31,339841,10962.612903225807,33213
1133,20918,Synchronization and Timing,elasticsearch[e,43,3005143,69887.04651162791,422027
1133,20918,Unknown,elasticsearch[e,10,27275,2727.5,9736
1133,20920,CPU and Process Management,elasticsearch[e,3,12928,4309.333333333333,7815
1133,20920,I/O (File and Disk Operations),elasticsearch[e,372,3072825,8260.282258064517,154139
1133,20920,Memory Management,elasticsearch[e,31,719827,23220.225806451614,69493
1133,20920,Synchronization and Timing,elasticsearch[e,45,7399660,164436.88888888888,913840
1133,20920,Unknown,elasticsearch[e,10,31426,3142.6,10030
1133,20921,CPU and Process Management,elasticsearch[e,2,11047,5523.5,7746
1133,20921,I/O (File and Disk Operations),elasticsearch[e,373,2696453,7229.096514745308,79303
1133,20921,Memory Management,elasticsearch[e,31,492909,15900.290322580646,35877
1133,20921,Synchronization and Timing,elasticsearch[e,43,6736222,156656.32558139536,837471
1133,20921,Unknown,elasticsearch[e,10,28820,2882.0,9326
1133,20922,CPU and Process Management,elasticsearch[e,2,10322,5161.0,7284
1133,20922,I/O (File and Disk Operations),elasticsearch[e,373,4293290,11510.160857908848,236026
1133,20922,Memory Management,elasticsearch[e,31,854196,27554.709677419356,58735
1133,20922,Synchronization and Timing,elasticsearch[e,43,10283284,239146.13953488372,861384
1133,20922,Unknown,elasticsearch[e,10,29723,2972.3,8746
1133,20923,CPU and Process Management,elasticsearch[e,8,15726,1965.75,8991
1133,20923,I/O (File and Disk Operations),elasticsearch[e,332,1836137,5530.53313253012,112917
1133,20923,Memory Management,elasticsearch[e,32,612921,19153.78125,90111
1133,20923,Synchronization and Timing,elasticsearch[e,43,85609155,1990910.5813953488,81350084
1133,20923,Unknown,elasticsearch[e,10,38524,3852.4,12376
1133,20924,CPU and Process Management,elasticsearch[e,3,13480,4493.333333333333,7373
1133,20924,I/O (File and Disk Operations),elasticsearch[e,370,2411305,6517.040540540541,72623
1133,20924,Memory Management,elasticsearch[e,31,421131,13584.870967741936,73962
1133,20924,Synchronization and Timing,elasticsearch[e,44,4082422,92782.31818181818,644737
1133,20924,Unknown,elasticsearch[e,11,26674,2424.909090909091,7043
1133,20925,CPU and Process Management,elasticsearch[e,3,15373,5124.333333333333,8699
1133,20925,I/O (File and Disk Operations),elasticsearch[e,60,2228499,37141.65,64557
1133,20925,Memory Management,elasticsearch[e,2,56070,28035.0,39349
1133,20925,Synchronization and Timing,elasticsearch[e,594,1383938512245,2329862815.2272725,7845020721
1133,20925,Unknown,elasticsearch[e,8,27412,3426.5,10328
1133,20926,CPU and Process Management,elasticsearch[e,2,3210,1605.0,2294
1133,20926,I/O (File and Disk Operations),elasticsearch[e,372,3091960,8311.720430107527,70707
1133,20926,Memory Management,elasticsearch[e,31,590005,19032.41935483871,117390
1133,20926,Synchronization and Timing,elasticsearch[e,43,5400860,125601.3953488372,702320
1133,20926,Unknown,elasticsearch[e,10,11005,1100.5,2954
1133,20927,CPU and Process Management,elasticsearch[e,3,13343,4447.666666666667,7193
1133,20927,I/O (File and Disk Operations),elasticsearch[e,373,3415563,9157.005361930294,258898
1133,20927,Memory Management,elasticsearch[e,31,512590,16535.16129032258,102219
1133,20927,Synchronization and Timing,elasticsearch[e,45,6877793,152839.84444444443,815409
1133,20927,Unknown,elasticsearch[e,10,31973,3197.3,10486
1133,20928,CPU and Process Management,elasticsearch[e,2,8349,4174.5,6034
1133,20928,I/O (File and Disk Operations),elasticsearch[e,373,3683035,9874.088471849866,110574
1133,20928,Memory Management,elasticsearch[e,31,927996,29935.354838709678,113977
1133,20928,Synchronization and Timing,elasticsearch[e,43,14513184,337515.9069767442,4337152
1133,20928,Unknown,elasticsearch[e,10,23162,2316.2,6792
1133,20929,CPU and Process Management,elasticsearch[e,2,9930,4965.0,7077
1133,20929,I/O (File and Disk Operations),elasticsearch[e,372,4368790,11744.059139784946,256135
1133,20929,Memory Management,elasticsearch[e,31,1038863,33511.709677419356,77869
1133,20929,Synchronization and Timing,elasticsearch[e,43,9733487,226360.16279069768,1240555
1133,20929,Unknown,elasticsearch[e,10,32211,3221.1,11488
1133,20930,CPU and Process Management,elasticsearch[e,2,11588,5794.0,8363
1133,20930,I/O (File and Disk Operations),elasticsearch[e,372,3728340,10022.41935483871,386145
1133,20930,Memory Management,elasticsearch[e,31,1017099,32809.645161290326,104244
1133,20930,Synchronization and Timing,elasticsearch[e,47,459727659,9781439.553191489,451753860
1133,20930,Unknown,elasticsearch[e,10,33574,3357.4,9496
1133,20931,CPU and Process Management,elasticsearch[e,3,13022,4340.666666666667,7505
1133,20931,I/O (File and Disk Operations),elasticsearch[e,376,2618665,6964.534574468085,78302
1133,20931,Memory Management,elasticsearch[e,31,581389,18754.483870967742,50753
1133,20931,Synchronization and Timing,elasticsearch[e,43,4567564,106222.41860465116,469260
1133,20931,Unknown,elasticsearch[e,11,33648,3058.909090909091,10270
1133,20932,CPU and Process Management,elasticsearch[e,2,7094,3547.0,5237
1133,20932,I/O (File and Disk Operations),elasticsearch[e,370,1618741,4374.975675675676,80471
1133,20932,Memory Management,elasticsearch[e,31,301646,9730.516129032258,25151
1133,20932,Synchronization and Timing,elasticsearch[e,43,6655567,154780.62790697673,786968
1133,20932,Unknown,elasticsearch[e,10,26944,2694.4,9526
1133,20933,CPU and Process Management,elasticsearch[e,2,10271,5135.5,7068
1133,20933,Memory Management,elasticsearch[e,4,192875,48218.75,93928
1133,20933,Synchronization and Timing,elasticsearch[e,6,60000737218,10000122869.666666,60000270052
1133,20933,Unknown,elasticsearch[e,11,39400,3581.818181818182,9800
1133,20934,CPU and Process Management,elasticsearch[e,2,6007,3003.5,3291
1133,20934,I/O (File and Disk Operations),elasticsearch[e,373,3247315,8705.938337801608,112123
1133,20934,Memory Management,elasticsearch[e,31,722220,23297.41935483871,35497
1133,20934,Synchronization and Timing,elasticsearch[e,43,7655919,178044.62790697673,736359
1133,20934,Unknown,elasticsearch[e,10,29616,2961.6,9768
1133,20935,CPU and Process Management,elasticsearch[e,2,7456,3728.0,5225
1133,20935,I/O (File and Disk Operations),elasticsearch[e,372,2780021,7473.174731182796,58063
1133,20935,Memory Management,elasticsearch[e,31,495575,15986.290322580646,64273
1133,20935,Synchronization and Timing,elasticsearch[e,43,7491796,174227.81395348837,681365
1133,20935,Unknown,elasticsearch[e,10,23332,2333.2,6751
1133,20936,CPU and Process Management,elasticsearch[e,2,10141,5070.5,7333
1133,20936,I/O (File and Disk Operations),elasticsearch[e,373,4313386,11564.037533512064,199029
1133,20936,Memory Management,elasticsearch[e,31,592320,19107.09677419355,74202
1133,20936,Synchronization and Timing,elasticsearch[e,43,8859379,206032.06976744186,961643
1133,20936,Unknown,elasticsearch[e,10,32818,3281.8,11729
1133,20937,CPU and Process Management,elasticsearch[e,2,10827,5413.5,7774
1133,20937,I/O (File and Disk Operations),elasticsearch[e,373,3589839,9624.233243967828,96850
1133,20937,Memory Management,elasticsearch[e,31,527116,17003.74193548387,42152
1133,20937,Synchronization and Timing,elasticsearch[e,43,7849473,182545.88372093023,784935
1133,20937,Unknown,elasticsearch[e,10,32386,3238.6,9894
1133,20939,CPU and Process Management,elasticsearch[e,3,3605,1201.6666666666667,2215
1133,20939,I/O (File and Disk Operations),elasticsearch[e,370,903497,2441.8837837837837,20934
1133,20939,Memory Management,elasticsearch[e,31,188084,6067.225806451613,20850
1133,20939,Synchronization and Timing,elasticsearch[e,43,2104155,48933.83720930233,207357
1133,20939,Unknown,elasticsearch[e,10,9562,956.2,2614
1133,20940,CPU and Process Management,elasticsearch[e,2,9268,4634.0,6512
1133,20940,I/O (File and Disk Operations),elasticsearch[e,372,2522350,6780.510752688172,81098
1133,20940,Memory Management,elasticsearch[e,31,581853,18769.451612903227,66330
1133,20940,Synchronization and Timing,elasticsearch[e,43,6830963,158859.60465116278,687919
1133,20940,Unknown,elasticsearch[e,10,23624,2362.4,7774
1133,20941,CPU and Process Management,elasticsearch[e,2,6051,3025.5,4646
1133,20941,I/O (File and Disk Operations),elasticsearch[e,318,1075280,3381.383647798742,65072
1133,20941,Memory Management,elasticsearch[e,32,205697,6428.03125,25968
1133,20941,Synchronization and Timing,elasticsearch[e,66,626465369,9491899.530303031,512245730
1133,20941,Unknown,elasticsearch[e,10,17267,1726.7,5924
1133,20943,CPU and Process Management,elasticsearch[e,2,8388,4194.0,5998
1133,20943,I/O (File and Disk Operations),elasticsearch[e,372,2969569,7982.712365591397,102694
1133,20943,Memory Management,elasticsearch[e,31,621064,20034.322580645163,57681
1133,20943,Synchronization and Timing,elasticsearch[e,43,7462268,173541.11627906977,780967
1133,20943,Unknown,elasticsearch[e,10,27229,2722.9,11483
1133,20944,CPU and Process Management,elasticsearch[e,3,7194,2398.0,4055
1133,20944,I/O (File and Disk Operations),elasticsearch[e,376,1955374,5200.462765957447,91763
1133,20944,Memory Management,elasticsearch[e,31,367682,11860.709677419354,55665
1133,20944,Synchronization and Timing,elasticsearch[e,46,3445428,74900.60869565218,446702
1133,20944,Unknown,elasticsearch[e,10,16353,1635.3,4975
1133,20945,CPU and Process Management,elasticsearch[e,3,13673,4557.666666666667,8046
1133,20945,I/O (File and Disk Operations),elasticsearch[e,373,2996245,8032.828418230563,100774
1133,20945,Memory Management,elasticsearch[e,31,748843,24156.225806451614,73457
1133,20945,Synchronization and Timing,elasticsearch[e,44,9084135,206457.61363636365,750404
1133,20945,Unknown,elasticsearch[e,11,34679,3152.6363636363635,9833
1133,20946,CPU and Process Management,elasticsearch[e,2,10518,5259.0,7493
1133,20946,I/O (File and Disk Operations),elasticsearch[e,373,4013482,10760.005361930294,107085
1133,20946,Memory Management,elasticsearch[e,31,795813,25671.387096774193,49893
1133,20946,Synchronization and Timing,elasticsearch[e,43,10170113,236514.2558139535,1240048
1133,20946,Unknown,elasticsearch[e,10,32160,3216.0,10801
1133,20947,CPU and Process Management,elasticsearch[e,2,8856,4428.0,6326
1133,20947,I/O (File and Disk Operations),elasticsearch[e,372,2264089,6086.260752688172,130230
1133,20947,Memory Management,elasticsearch[e,31,404763,13056.870967741936,32801
1133,20947,Synchronization and Timing,elasticsearch[e,43,5262607,122386.20930232559,682026
1133,20947,Unknown,elasticsearch[e,10,24912,2491.2,8757
1133,20948,CPU and Process Management,elasticsearch[e,4,7209,1802.25,3818
1133,20948,I/O (File and Disk Operations),elasticsearch[e,370,1996323,5395.467567567567,57583
1133,20948,Memory Management,elasticsearch[e,31,457743,14765.90322580645,70190
1133,20948,Synchronization and Timing,elasticsearch[e,46,6441339,140029.10869565216,634258
1133,20948,Unknown,elasticsearch[e,11,17557,1596.090909090909,4746
1133,20949,CPU and Process Management,elasticsearch[e,5,7952,1590.4,3292
1133,20949,I/O (File and Disk Operations),elasticsearch[e,313,1609417,5141.907348242811,86200
1133,20949,Memory Management,elasticsearch[e,25,315252,12610.08,76658
1133,20949,Synchronization and Timing,elasticsearch[e,36,149515886,4153219.0555555555,146216713
1133,20949,Unknown,elasticsearch[e,10,42887,4288.7,30516
1133,20950,CPU and Process Management,elasticsearch[e,2,3792,1896.0,2999
1133,20950,Memory Management,elasticsearch[e,4,180512,45128.0,102319
1133,20950,Synchronization and Timing,elasticsearch[e,6,60001676414,10000279402.333334,60001580252
1133,20950,Unknown,elasticsearch[e,11,20077,1825.1818181818182,5531
1133,20951,CPU and Process Management,elasticsearch[e,5,19040,3808.0,7290
1133,20951,I/O (File and Disk Operations),elasticsearch[e,373,3291305,8823.87399463807,168649
1133,20951,Memory Management,elasticsearch[e,31,537849,17349.967741935485,51437
1133,20951,Synchronization and Timing,elasticsearch[e,57,10189533,178763.73684210525,2424509
1133,20951,Unknown,elasticsearch[e,10,30543,3054.3,9578
1133,20952,CPU and Process Management,elasticsearch[e,2,8378,4189.0,6243
1133,20952,I/O (File and Disk Operations),elasticsearch[e,372,3434627,9232.868279569893,66207
1133,20952,Memory Management,elasticsearch[e,31,898275,28976.612903225807,84110
1133,20952,Synchronization and Timing,elasticsearch[e,44,8806570,200149.31818181818,757912
1133,20952,Unknown,elasticsearch[e,10,26200,2620.0,7605
1133,20953,CPU and Process Management,elasticsearch[e,2,8660,4330.0,6102
1133,20953,I/O (File and Disk Operations),elasticsearch[e,372,2264450,6087.231182795699,86557
1133,20953,Memory Management,elasticsearch[e,31,328223,10587.838709677419,30960
1133,20953,Synchronization and Timing,elasticsearch[e,43,3498176,81352.93023255814,577315
1133,20953,Unknown,elasticsearch[e,10,24533,2453.3,8676
1133,20954,CPU and Process Management,elasticsearch[e,2,11639,5819.5,8807
1133,20954,I/O (File and Disk Operations),elasticsearch[e,311,706591,2271.996784565916,71332
1133,20954,Memory Management,elasticsearch[e,26,166316,6396.7692307692305,38374
1133,20954,Synchronization and Timing,elasticsearch[e,44,542436894,12328111.227272727,539066520
1133,20954,Unknown,elasticsearch[e,10,35768,3576.8,14392
1133,20955,CPU and Process Management,elasticsearch[e,14,29371,2097.9285714285716,5044
1133,20955,I/O (File and Disk Operations),elasticsearch[e,373,1990505,5336.474530831099,64223
1133,20955,Memory Management,elasticsearch[e,31,422402,13625.870967741936,96966
1133,20955,Synchronization and Timing,elasticsearch[e,56,2818797,50335.66071428572,289288
1133,20955,Unknown,elasticsearch[e,12,32154,2679.5,11763
1133,20956,CPU and Process Management,elasticsearch[e,2,8142,4071.0,5523
1133,20956,I/O (File and Disk Operations),elasticsearch[e,372,1635340,4396.075268817204,69841
1133,20956,Memory Management,elasticsearch[e,31,245642,7923.935483870968,25901
1133,20956,Synchronization and Timing,elasticsearch[e,43,2554175,59399.41860465116,411075
1133,20956,Unknown,elasticsearch[e,10,24897,2489.7,9695
1133,20957,CPU and Process Management,elasticsearch[e,5,24451,4890.2,9657
1133,20957,I/O (File and Disk Operations),elasticsearch[e,370,4649451,12566.083783783784,307671
1133,20957,Memory Management,elasticsearch[e,31,777677,25086.354838709678,130087
1133,20957,Synchronization and Timing,elasticsearch[e,43,6865528,159663.44186046513,880625
1133,20957,Unknown,elasticsearch[e,12,53454,4454.5,15696
1133,20958,CPU and Process Management,elasticsearch[e,2,11093,5546.5,7877
1133,20958,I/O (File and Disk Operations),elasticsearch[e,371,2708287,7299.964959568733,98588
1133,20958,Memory Management,elasticsearch[e,31,568852,18350.064516129034,41425
1133,20958,Synchronization and Timing,elasticsearch[e,43,5938518,138105.06976744186,1015994
1133,20958,Unknown,elasticsearch[e,10,30120,3012.0,9586
1133,20959,CPU and Process Management,elasticsearch[e,2,11296,5648.0,7841
1133,20959,Memory Management,elasticsearch[e,4,177419,44354.75,76957
1133,20959,Synchronization and Timing,elasticsearch[e,6,60002807728,10000467954.666666,60002294434
1133,20959,Unknown,elasticsearch[e,11,41933,3812.090909090909,10875
1133,20961,CPU and Process Management,elasticsearch[e,13,10225,786.5384615384615,3632
1133,20961,I/O (File and Disk Operations),elasticsearch[e,310,648012,2090.3612903225808,20739
1133,20961,Memory Management,elasticsearch[e,34,213769,6287.323529411765,23680
1133,20961,Synchronization and Timing,elasticsearch[e,173,7371992,42612.670520231215,732134
1133,20961,Unknown,elasticsearch[e,10,10697,1069.7,4225
1133,20962,CPU and Process Management,elasticsearch[e,16,8840,552.5,1308
1133,20962,I/O (File and Disk Operations),elasticsearch[e,307,584342,1903.3941368078176,17996
1133,20962,Memory Management,elasticsearch[e,26,182494,7019.0,38560
1133,20962,Synchronization and Timing,elasticsearch[e,84,4185005,49821.48809523809,520641
1133,20962,Unknown,elasticsearch[e,11,9313,846.6363636363636,2831
1133,20963,CPU and Process Management,elasticsearch[e,2,8843,4421.5,6329
1133,20963,I/O (File and Disk Operations),elasticsearch[e,373,1833515,4915.58981233244,83746
1133,20963,Memory Management,elasticsearch[e,31,263689,8506.09677419355,43538
1133,20963,Synchronization and Timing,elasticsearch[e,43,3782894,87974.27906976744,635244
1133,20963,Unknown,elasticsearch[e,10,24468,2446.8,8631
1133,20964,CPU and Process Management,elasticsearch[e,3,9231,3077.0,5016
1133,20964,I/O (File and Disk Operations),elasticsearch[e,376,2901737,7717.385638297872,99116
1133,20964,Memory Management,elasticsearch[e,31,681930,21997.74193548387,110052
1133,20964,Synchronization and Timing,elasticsearch[e,43,7902024,183768.0,854997
1133,20964,Unknown,elasticsearch[e,10,22841,2284.1,6118
1133,20966,CPU and Process Management,elasticsearch[e,4,20833,5208.25,8893
1133,20966,I/O (File and Disk Operations),elasticsearch[e,370,3257826,8804.935135135134,110685
1133,20966,Memory Management,elasticsearch[e,31,1084900,34996.77419354839,225742
1133,20966,Synchronization and Timing,elasticsearch[e,49,9730690,198585.51020408163,1122929
1133,20966,Unknown,elasticsearch[e,10,36314,3631.4,11893
1133,20967,CPU and Process Management,elasticsearch[e,2,8340,4170.0,5832
1133,20967,I/O (File and Disk Operations),elasticsearch[e,372,4447580,11955.860215053763,312009
1133,20967,Memory Management,elasticsearch[e,31,659310,21268.064516129034,201839
1133,20967,Synchronization and Timing,elasticsearch[e,44,4728943,107475.97727272728,534780
1133,20967,Unknown,elasticsearch[e,10,23136,2313.6,8197
1133,20968,CPU and Process Management,elasticsearch[e,2,3463,1731.5,2600
1133,20968,I/O (File and Disk Operations),elasticsearch[e,370,694872,1878.0324324324324,30106
1133,20968,Memory Management,elasticsearch[e,31,120531,3888.0967741935483,11798
1133,20968,Synchronization and Timing,elasticsearch[e,43,1800014,41860.79069767442,220449
1133,20968,Unknown,elasticsearch[e,10,9467,946.7,3508
1133,20969,CPU and Process Management,elasticsearch[e,2,9500,4750.0,6740
1133,20969,I/O (File and Disk Operations),elasticsearch[e,377,3081203,8172.95225464191,107410
1133,20969,Memory Management,elasticsearch[e,31,419469,13531.258064516129,38921
1133,20969,Synchronization and Timing,elasticsearch[e,43,7216881,167834.44186046513,2524504
1133,20969,Unknown,elasticsearch[e,10,27166,2716.6,9070
1133,20970,CPU and Process Management,elasticsearch[e,3,4654,1551.3333333333333,2050
1133,20970,I/O (File and Disk Operations),elasticsearch[e,376,1955971,5202.050531914893,79106
1133,20970,Memory Management,elasticsearch[e,31,434364,14011.741935483871,45555
1133,20970,Synchronization and Timing,elasticsearch[e,46,5527208,120156.69565217392,1328101
1133,20970,Unknown,elasticsearch[e,10,8522,852.2,2082
1133,20971,CPU and Process Management,elasticsearch[e,10,13641,1364.1,3914
1133,20971,I/O (File and Disk Operations),elasticsearch[e,315,1611843,5116.961904761904,331545
1133,20971,Memory Management,elasticsearch[e,32,329651,10301.59375,108003
1133,20971,Synchronization and Timing,elasticsearch[e,59,185679513,3147110.3898305083,183421809
1133,20971,Unknown,elasticsearch[e,10,16266,1626.6,4253
1133,20972,CPU and Process Management,elasticsearch[e,2,7823,3911.5,5307
1133,20972,I/O (File and Disk Operations),elasticsearch[e,373,2461754,6599.876675603217,70690
1133,20972,Memory Management,elasticsearch[e,31,372161,12005.193548387097,61140
1133,20972,Synchronization and Timing,elasticsearch[e,43,3242521,75407.46511627907,415816
1133,20972,Unknown,elasticsearch[e,10,26348,2634.8,8975
1133,20973,CPU and Process Management,elasticsearch[e,2,11421,5710.5,8308
1133,20973,I/O (File and Disk Operations),elasticsearch[e,372,3875339,10417.577956989247,148368
1133,20973,Memory Management,elasticsearch[e,31,720131,23230.032258064515,101003
1133,20973,Synchronization and Timing,elasticsearch[e,46,12008553,261055.5,1188438
1133,20973,Unknown,elasticsearch[e,10,32020,3202.0,9334
1133,20974,CPU and Process Management,elasticsearch[e,4,16208,4052.0,7344
1133,20974,I/O (File and Disk Operations),elasticsearch[e,373,3141253,8421.58981233244,135902
1133,20974,Memory Management,elasticsearch[e,35,894813,25566.085714285713,74131
1133,20974,Synchronization and Timing,elasticsearch[e,44,6898173,156776.6590909091,776130
1133,20974,Unknown,elasticsearch[e,11,32754,2977.6363636363635,11612
1133,20975,CPU and Process Management,elasticsearch[e,18,33121,1840.0555555555557,5412
1133,20975,I/O (File and Disk Operations),elasticsearch[e,373,2160482,5792.176943699732,84103
1133,20975,Memory Management,elasticsearch[e,31,697130,22488.064516129034,212534
1133,20975,Synchronization and Timing,elasticsearch[e,72,5639071,78320.43055555556,755509
1133,20975,Unknown,elasticsearch[e,11,21770,1979.090909090909,6284
1133,20976,CPU and Process Management,elasticsearch[e,6,8842,1473.6666666666667,3786
1133,20976,I/O (File and Disk Operations),elasticsearch[e,371,1389646,3745.676549865229,32657
1133,20976,Memory Management,elasticsearch[e,31,244205,7877.580645161291,22120
1133,20976,Synchronization and Timing,elasticsearch[e,45,2212427,49165.044444444444,214398
1133,20976,Unknown,elasticsearch[e,10,14996,1499.6,4898
1133,20977,CPU and Process Management,elasticsearch[e,20,55973,2798.65,9330
1133,20977,I/O (File and Disk Operations),elasticsearch[e,319,3180447,9970.05329153605,135965
1133,20977,Memory Management,elasticsearch[e,34,1097030,32265.58823529412,75400
1133,20977,Synchronization and Timing,elasticsearch[e,102,11830243,115982.77450980392,991230
1133,20977,Unknown,elasticsearch[e,10,37267,3726.7,14267
1133,20978,CPU and Process Management,elasticsearch[e,2,10055,5027.5,7429
1133,20978,I/O (File and Disk Operations),elasticsearch[e,373,3190143,8552.662198391421,84308
1133,20978,Memory Management,elasticsearch[e,31,642211,20716.483870967742,49162
1133,20978,Synchronization and Timing,elasticsearch[e,43,6701619,155851.60465116278,1051961
1133,20978,Unknown,elasticsearch[e,10,30428,3042.8,10063
1133,20979,CPU and Process Management,elasticsearch[e,3,7028,2342.6666666666665,4045
1133,20979,I/O (File and Disk Operations),elasticsearch[e,450,2507562,5572.36,139507
1133,20979,Memory Management,elasticsearch[e,35,509131,14546.6,46866
1133,20979,Synchronization and Timing,elasticsearch[e,54,57159815,1058515.0925925926,52947533
1133,20979,Unknown,elasticsearch[e,10,9682,968.2,2605
1133,20980,CPU and Process Management,elasticsearch[e,2,3273,1636.5,2224
1133,20980,I/O (File and Disk Operations),elasticsearch[e,372,3879990,10430.08064516129,159816
1133,20980,Memory Management,elasticsearch[e,31,740755,23895.322580645163,58259
1133,20980,Synchronization and Timing,elasticsearch[e,43,9431871,219345.83720930232,959754
1133,20980,Unknown,elasticsearch[e,10,10658,1065.8,2880
1133,20981,CPU and Process Management,elasticsearch[e,2,12379,6189.5,8728
1133,20981,I/O (File and Disk Operations),elasticsearch[e,373,3617982,9699.6836461126,127574
1133,20981,Memory Management,elasticsearch[e,31,741517,23919.90322580645,82339
1133,20981,Synchronization and Timing,elasticsearch[e,46,11288880,245410.4347826087,2403752
1133,20981,Unknown,elasticsearch[e,10,41734,4173.4,15242
1133,20982,CPU and Process Management,elasticsearch[e,2,9801,4900.5,7257
1133,20982,I/O (File and Disk Operations),elasticsearch[e,373,3765684,10095.667560321715,110942
1133,20982,Memory Management,elasticsearch[e,31,758683,24473.645161290322,68188
1133,20982,Synchronization and Timing,elasticsearch[e,43,6716524,156198.23255813954,871433
1133,20982,Unknown,elasticsearch[e,10,28270,2827.0,8916
1133,20983,CPU and Process Management,elasticsearch[e,12,46266,3855.5,9167
1133,20983,I/O (File and Disk Operations),elasticsearch[e,307,3244015,10566.824104234527,222621
1133,20983,Memory Management,elasticsearch[e,29,1069729,36887.206896551725,99786
1133,20983,Synchronization and Timing,elasticsearch[e,80,16964995,212062.4375,3626751
1133,20983,Unknown,elasticsearch[e,10,36232,3623.2,11552
1133,20984,CPU and Process Management,elasticsearch[e,16,26696,1668.5,7179
1133,20984,I/O (File and Disk Operations),elasticsearch[e,468,2168212,4632.931623931624,86626
1133,20984,Memory Management,elasticsearch[e,35,436996,12485.6,76005
1133,20984,Synchronization and Timing,elasticsearch[e,55,3131636,56938.836363636365,447441
1133,20984,Unknown,elasticsearch[e,11,29494,2681.2727272727275,9625
